Claim Number,Date Received,Incident D,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2015092425600,10-Sep-15,7-Sep-15,BRD,"Brainerd, MN",Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015072824302,23-Jul-15,27-May-15,BTR,Baton Rouge Metropolitan,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015080424529,3-Aug-15,11-Jul-15,BTR,Baton Rouge Metropolitan,Delta Air Lines  ,Property Damage,Checkpoint,Personal Accessories,$0.00 ,Deny
2015110426539,16-Oct-15,13-Oct-15,BTR,Baton Rouge Metropolitan,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2015050122242,27-Apr-15,11-Apr-15,BTV,"Burlington, VT",USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2015103026416,13-Oct-15,13-Aug-15,BTV,"Burlington, VT",Delta Air Lines  ,Property Damage,Checked Baggage,Household Items,$19.05 ,Settle
2015110626661,20-Oct-15,6-Oct-15,BTV,"Burlington, VT",UAL  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2015120427304,16-Nov-15,4-Nov-15,BTV,"Burlington, VT",Jet Blue,Passenger Property Loss,Checked Baggage,Travel Accessories,$15.00 ,Approve in Full
2015120427308,16-Nov-15,26-Oct-15,BTV,"Burlington, VT",American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$15.00 ,Approve in Full
2015120427311,16-Nov-15,18-Oct-15,BTV,"Burlington, VT",American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$15.00 ,Approve in Full
2015012120036,21-Jan-15,30-Dec-14,BUF,Buffalo Niagara International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$275.00 ,Settle
2015012820195,28-Jan-15,22-Jan-15,BUF,Buffalo Niagara International,USAir  ,Passenger Property Loss,Checked Baggage,-,$0.00 ,Deny
2015012920276,29-Jan-15,15-Dec-14,BUF,Buffalo Niagara International,Allegiant Air,Passenger Property Loss,Checkpoint,-,$62.10 ,Approve in Full
2015020420407,4-Feb-15,5-Jan-15,BUF,Buffalo Niagara International,US Express,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015033021584,26-Mar-15,15-Mar-15,BUF,Buffalo Niagara International,American Airlines  ,Property Damage,Checked Baggage,Household Items,$70.00 ,Settle
2015042222069,16-Apr-15,1-Apr-15,BUF,Buffalo Niagara International,USAir  ,Property Damage,Checked Baggage,Cosmetics & Grooming; Other,$0.00 ,Deny
2015052822819,21-May-15,27-Apr-15,BUF,Buffalo Niagara International,Jet Blue,Passenger Property Loss,Checked Baggage,Other,$24.73 ,Approve in Full
2015062623462,18-Jun-15,6-Jun-15,BUF,Buffalo Niagara International,Delta Air Lines  ,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2015072124049,14-Jul-15,4-Jul-15,BUF,Buffalo Niagara International,Southwest Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,$0.00 ,Deny
2015072124062,15-Jul-15,21-Jun-15,BUF,Buffalo Niagara International,Southwest Airlines  ,Property Damage,Checked Baggage,Outdoor Items,$100.00 ,Settle
2015072724255,22-Jul-15,18-Jun-15,BUF,Buffalo Niagara International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2015081224823,12-Aug-15,26-Jul-15,BUF,Buffalo Niagara International,Republic Airways,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2015081424883,13-Aug-15,14-Jun-15,BUF,Buffalo Niagara International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2015081724909,13-Aug-15,27-Jul-15,BUF,Buffalo Niagara International,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2015082525067,20-Aug-15,23-Jul-15,BUF,Buffalo Niagara International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$51.95 ,Approve in Full
2015091725402,1-Sep-15,25-Aug-15,BUF,Buffalo Niagara International,Southwest Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,$0.00 ,Deny
2015100925973,22-Sep-15,1-Sep-15,BUF,Buffalo Niagara International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Clothing,$0.00 ,Deny
2015102826348,8-Oct-15,21-Sep-15,BUF,Buffalo Niagara International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015110926754,16-Oct-15,8-Oct-15,BUF,Buffalo Niagara International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015111326860,26-Oct-15,30-Sep-15,BUF,Buffalo Niagara International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$0.00 ,Deny
2015121127490,17-Nov-15,21-Oct-15,BUF,Buffalo Niagara International,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,-,-
2015120827367,24-Nov-15,15-Nov-15,BUF,Buffalo Niagara International,American Airlines  ,Property Damage,Checkpoint,Clothing,-,-
2015121027464,30-Nov-15,8-Sep-15,BUF,Buffalo Niagara International,-,Property Damage,Checked Baggage,Baggage/Cases/Purses; Food & Drink,-,-
2016011128239,28-Dec-15,9-Nov-15,BUF,Buffalo Niagara International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2015012320119,23-Jan-15,1-Jan-15,BUR,Bob Hope ,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies; Travel Accessories,$35.00 ,Approve in Full
2015021220543,12-Feb-15,4-Jan-15,BUR,Bob Hope ,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,-,$15.00 ,Settle
2015030521044,5-Mar-15,10-Feb-15,BUR,Bob Hope ,Southwest Airlines  ,Property Damage,Checkpoint,Toys & Games,$129.96 ,Approve in Full
2015031121149,11-Mar-15,23-Feb-15,BUR,Bob Hope ,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015040221723,1-Apr-15,23-Feb-15,BUR,Bob Hope ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,$13.63 ,Approve in Full
2015040621759,6-Apr-15,14-Mar-15,BUR,Bob Hope ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2015050822393,5-May-15,15-May-13,BUR,Bob Hope ,Southwest Airlines  ,Property Damage,Checked Baggage,Household Items; Household Items,$0.00 ,Deny
2015052122675,14-May-15,4-May-15,BUR,Bob Hope ,UAL  ,Property Damage,Checked Baggage,Computer & Accessories; Travel Accessories,$0.00 ,Deny
2015052922860,26-May-15,18-May-15,BUR,Bob Hope ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,$20.00 ,Approve in Full
2015091425322,31-Aug-15,7-Aug-15,BUR,Bob Hope ,Southwest Airlines  ,Property Damage,Checked Baggage,Travel Accessories,$0.00 ,Deny
2015100525896,14-Sep-15,3-Sep-15,BUR,Bob Hope ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2015100625924,16-Sep-15,12-Sep-15,BUR,Bob Hope ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$50.00 ,Settle
2015100525898,21-Sep-15,20-Sep-15,BUR,Bob Hope ,UAL  ,Property Damage,Checked Baggage,Personal Electronics,$0.00 ,Deny
2015102926396,9-Oct-15,28-Aug-15,BUR,Bob Hope ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,$0.00 ,Deny
2015111026775,23-Oct-15,9-Sep-15,BUR,Bob Hope ,Alaska Airlines  ,Property Damage,Checked Baggage,Clothing,-,-
2015121627637,4-Dec-15,5-Nov-15,BUR,Bob Hope ,Southwest Airlines  ,Property Damage,Checkpoint,Clothing,$0.00 ,Deny
2015010219515,2-Jan-15,21-Nov-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Spirit Airlines,Passenger Property Loss,Checked Baggage,-,$0.00 ,Deny
2015010219526,2-Jan-15,11-Dec-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,$40.00 ,Approve in Full
2015010519594,5-Jan-15,19-Dec-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2015010519620,5-Jan-15,6-Jun-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2015010719630,6-Jan-15,29-Dec-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2015010719637,6-Jan-15,7-Nov-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Cosmetics & Grooming",$14.00 ,Approve in Full
2015010719641,7-Jan-15,25-Dec-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015011619929,16-Jan-15,19-Dec-14,BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2015011619952,16-Jan-15,8-Jan-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$34.93 ,Approve in Full
2015012019984,20-Jan-15,16-Jan-15,BWI,Baltimore/Washington Intl Thurgood Marshall,USAir  ,Property Damage,Checked Baggage,-,$140.00 ,Approve in Full
2015012120054,22-Jan-15,6-Jan-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015012220070,22-Jan-15,4-Jan-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Household Items,$0.00 ,Deny
2015012320110,23-Jan-15,22-Dec-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,$25.00 ,Approve in Full
2015012620160,23-Jan-15,20-Jan-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Spirit Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2015012820196,28-Jan-15,9-Jan-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,-,-
2015020120319,1-Feb-15,19-Jan-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$50.00 ,Approve in Full
2015020520448,5-Feb-15,5-Jan-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing,$50.00 ,Approve in Full
2015021320605,13-Feb-15,4-Feb-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2015021820636,18-Feb-15,11-Feb-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Property Damage,Checkpoint,Personal Accessories,$0.00 ,Deny
2015021820650,18-Feb-15,5-Feb-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Other,$170.00 ,Approve in Full
2015022020722,20-Feb-15,12-Feb-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,$0.00 ,Deny
2015022620876,26-Feb-15,18-Feb-15,BWI,Baltimore/Washington Intl Thurgood Marshall,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$150.00 ,Approve in Full
2015022720926,27-Feb-15,8-Dec-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$410.00 ,Approve in Full
2015031021111,10-Mar-15,28-Feb-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Other,$0.00 ,Deny
2015031021121,10-Mar-15,25-Feb-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$100.00 ,Approve in Full
2015031021141,10-Mar-15,4-Feb-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2015031121165,11-Mar-15,17-Jan-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,$0.00 ,Deny
2015031721300,17-Mar-15,5-Feb-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$12.71 ,Approve in Full
2015031921367,19-Mar-15,5-Mar-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$740.00 ,Approve in Full
2015032321429,23-Mar-15,25-Sep-14,BWI,Baltimore/Washington Intl Thurgood Marshall,British Airways  ,Personal Injury,Other,-,-,-
2015032421447,24-Mar-15,1-Mar-15,BWI,Baltimore/Washington Intl Thurgood Marshall,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2015032421475,24-Mar-15,9-Mar-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Property Damage,Checked Baggage,Other,$635.37 ,Approve in Full
2015032621543,26-Mar-15,15-Mar-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2015032621514,26-Mar-15,2-Feb-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015033121626,31-Mar-15,27-Feb-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$38.16 ,Settle
2015040121675,1-Apr-15,3-Dec-14,BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines  ,Passenger Property Loss,Checked Baggage,-,$58.29 ,Approve in Full
2015040621769,3-Apr-15,18-Mar-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2015040921835,6-Apr-15,16-Mar-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2015042922171,29-Apr-15,16-Apr-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Other,$500.00 ,Settle
2015050822425,4-May-15,3-Mar-15,BWI,Baltimore/Washington Intl Thurgood Marshall,-,Passenger Property Loss,Checked Baggage,Travel Accessories,$4.00 ,Approve in Full
2015070123612,4-May-15,4-May-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Clothing; Jewelry & Watches",$0.00 ,Deny
2015052222721,8-May-15,1-May-15,BWI,Baltimore/Washington Intl Thurgood Marshall,-,Property Damage,Checkpoint,Personal Accessories,-,-
2015051522544,11-May-15,9-May-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2015051122463,12-May-15,31-Mar-15,BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines  ,Property Damage,Checkpoint,Personal Accessories,$285.00 ,Settle
2015052222699,12-May-15,2-May-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Spirit Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics; Personal Electronics; Personal Electronics,$0.00 ,Deny
2015052822810,21-May-15,19-Apr-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,$130.00 ,Settle
2015052922872,22-May-15,8-May-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$40.00 ,Settle
2015052622756,26-May-15,27-Apr-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$24.89 ,Settle
2015052922838,26-May-15,23-May-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Other,$34.95 ,Settle
2015061223087,12-Jun-15,16-May-15,BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2015063023548,24-Jun-15,2-May-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,-,Checked Baggage,Personal Electronics,$0.00 ,Deny
2015063023549,24-Jun-15,16-Jun-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015070223628,25-Jun-15,14-May-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$150.00 ,Approve in Full
2015071423788,1-Jul-15,20-Jun-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015071523837,2-Jul-15,18-Jun-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Personal Electronics,$0.00 ,Deny
2015071623856,2-Jul-15,15-Jun-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,$0.00 ,Deny
2015072024015,13-Jul-15,6-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2015073024378,13-Jul-15,7-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015072124080,15-Jul-15,30-Jun-15,BWI,Baltimore/Washington Intl Thurgood Marshall,UAL  ,Passenger Property Loss,Checkpoint,Audio/Video,$204.74 ,Settle
2015072324147,16-Jul-15,21-Jun-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$45.00 ,Settle
2015072724267,22-Jul-15,6-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Jewelry & Watches; Jewelry & Watches,$0.00 ,Deny
2015073124400,22-Jul-15,10-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$65.84 ,Approve in Full
2015072924328,23-Jul-15,11-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories; Personal Accessories; Personal Accessories,$0.00 ,Deny
2015073124398,24-Jul-15,19-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,-,-
2015072924332,29-Jul-15,30-Jun-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing,$0.00 ,Deny
2015080424536,29-Jul-15,25-Jun-15,BWI,Baltimore/Washington Intl Thurgood Marshall,-,Property Damage,Checkpoint,Personal Electronics,$197.81 ,Settle
2015080424540,29-Jul-15,12-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Currency; Jewelry & Watches,$21.75 ,Settle
2015080424533,3-Aug-15,27-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,$0.00 ,Deny
2015080624638,3-Aug-15,19-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$80.99 ,Settle
2015080624662,4-Aug-15,6-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,SunWing Airlines,Property Damage,Checked Baggage,Personal Electronics,$154.80 ,Settle
2015081124803,10-Aug-15,29-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,-,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,$0.00 ,Deny
2015081324855,13-Aug-15,19-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,OMNI Air Express- (OY),-,Checked Baggage,Personal Electronics,$162.60 ,Settle
2015081824940,17-Aug-15,2-Aug-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$99.00 ,Approve in Full
2015082125030,19-Aug-15,8-Aug-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Home Decor,$0.00 ,Deny
2015082525064,19-Aug-15,1-Aug-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$0.00 ,Deny
2015082025005,21-Aug-15,11-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,$0.00 ,Deny
2015082725118,21-Aug-15,10-Aug-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Spirit Airlines,Property Damage,Checkpoint,Jewelry & Watches,$70.20 ,Approve in Full
2015083125161,24-Aug-15,27-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,-,Passenger Property Loss,Checked Baggage,Audio/Video; Personal Electronics; Personal Electronics,$115.41 ,Settle
2015083125200,25-Aug-15,20-Aug-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Kuwait Airways  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2015090225253,26-Aug-15,25-Apr-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Currency,$0.00 ,Deny
2015090925302,28-Aug-15,19-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Currency; Jewelry & Watches,$0.00 ,Deny
2015092825663,7-Sep-15,22-Aug-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,$25.00 ,Settle
2015092425634,8-Sep-15,16-Aug-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$263.55 ,Settle
2015092325561,9-Sep-15,2-Sep-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Spirit Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2015092325585,10-Sep-15,3-Sep-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Currency; Medical/Science,$0.00 ,Deny
2015092425611,11-Sep-15,5-Aug-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses; Baggage/Cases/Purses,$89.30 ,Settle
2015092525640,11-Sep-15,24-Aug-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2015092825666,11-Sep-15,10-Sep-15,BWI,Baltimore/Washington Intl Thurgood Marshall,-,Property Damage,Checkpoint,Personal Electronics,$370.00 ,Settle
2015092925731,14-Sep-15,3-Sep-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Condor Air,Passenger Property Loss,Checked Baggage,Personal Accessories,$0.00 ,Deny
2015100225829,16-Sep-15,22-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Home Decor; Jewelry & Watches,$0.00 ,Deny
2015092325564,23-Sep-15,11-Sep-13,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$40.99 ,Settle
2015100525892,24-Sep-15,24-Aug-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Audio/Video,$85.20 ,Settle
2015102126142,1-Oct-15,17-Jul-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2015102726308,2-Oct-15,28-Sep-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015102626285,5-Oct-15,10-Sep-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Spirit Airlines,Property Damage,Checkpoint,Medical/Science,$219.25 ,Settle
2015102626272,7-Oct-15,29-Aug-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$129.00 ,Settle
2015102826332,8-Oct-15,1-Oct-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Household Items,$0.00 ,Deny
2015102826341,8-Oct-15,4-Feb-15,BWI,Baltimore/Washington Intl Thurgood Marshall,USAir  ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies; Tools & Home Improvement Supplies,$0.00 ,Deny
2015110226457,15-Oct-15,23-Sep-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,$253.34 ,Settle
2015110226471,15-Oct-15,9-Oct-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,$0.00 ,Deny
2015110526611,16-Oct-15,8-Oct-15,BWI,Baltimore/Washington Intl Thurgood Marshall,-,Property Damage,Checkpoint,Personal Electronics,$299.00 ,Approve in Full
2015110926752,16-Oct-15,18-Sep-15,BWI,Baltimore/Washington Intl Thurgood Marshall,USAir  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015110526585,19-Oct-15,8-Oct-15,BWI,Baltimore/Washington Intl Thurgood Marshall,Spirit Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
